app,appId,country,reviews,score,ratings,hist1,hist2,hist3,hist4,hist5
436762566,com.nanobitsoftware.periodDiaryLite,bs,3,4.56364,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,th,316,4.74505,1063,8,3,35,160,857
436762566,com.nanobitsoftware.periodDiaryLite,br,1090,4.60454,3118,99,69,154,322,2474
436762566,com.nanobitsoftware.periodDiaryLite,be,176,4.28681,652,31,21,58,162,380
436762566,com.nanobitsoftware.periodDiaryLite,ca,1538,4.53971,6346,215,94,326,1127,4584
436762566,com.nanobitsoftware.periodDiaryLite,ie,391,4.58865,2679,75,30,163,386,2025
436762566,com.nanobitsoftware.periodDiaryLite,kz,10,4.8587,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,ro,228,4.74197,1682,37,15,42,157,1431
436762566,com.nanobitsoftware.periodDiaryLite,sk,45,4.48019,429,16,9,35,62,307
436762566,com.nanobitsoftware.periodDiaryLite,pg,1,4.83333,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,eg,90,4.67943,1881,33,27,75,240,1506
436762566,com.nanobitsoftware.periodDiaryLite,id,322,4.86951,3150,22,8,41,217,2862
436762566,com.nanobitsoftware.periodDiaryLite,is,13,4.35106,94,5,3,7,18,61
436762566,com.nanobitsoftware.periodDiaryLite,hu,43,4.62,300,10,4,9,44,233
436762566,com.nanobitsoftware.periodDiaryLite,fi,33,4.13333,135,6,6,18,39,66
436762566,com.nanobitsoftware.periodDiaryLite,qa,5,4.63978,372,9,6,20,40,297
436762566,com.nanobitsoftware.periodDiaryLite,pe,25,4.51351,185,6,8,9,24,138
436762566,com.nanobitsoftware.periodDiaryLite,si,18,4.68248,274,5,4,10,35,220
436762566,com.nanobitsoftware.periodDiaryLite,es,243,4.5,764,18,11,63,151,521
436762566,com.nanobitsoftware.periodDiaryLite,jo,55,4.73569,874,15,17,27,66,749
436762566,com.nanobitsoftware.periodDiaryLite,it,270,4.37771,691,35,11,67,123,455
436762566,com.nanobitsoftware.periodDiaryLite,gh,7,4.40714,280,7,16,23,44,190
436762566,com.nanobitsoftware.periodDiaryLite,pa,7,4.7619,84,1,3,2,3,75
436762566,com.nanobitsoftware.periodDiaryLite,de,363,4.35245,1081,63,23,99,181,715
436762566,com.nanobitsoftware.periodDiaryLite,kh,1,4.55963,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,ec,23,4.61674,227,9,7,9,12,190
436762566,com.nanobitsoftware.periodDiaryLite,sn,1,4.13333,45,4,1,6,8,26
436762566,com.nanobitsoftware.periodDiaryLite,pt,50,4.59476,306,5,4,26,40,231
436762566,com.nanobitsoftware.periodDiaryLite,hr,250,4.60609,1150,37,21,52,138,902
436762566,com.nanobitsoftware.periodDiaryLite,jm,23,4.39567,139,2,7,14,27,89
436762566,com.nanobitsoftware.periodDiaryLite,il,142,4.65031,652,20,6,26,78,522
436762566,com.nanobitsoftware.periodDiaryLite,dk,127,4.40574,244,8,7,21,50,158
436762566,com.nanobitsoftware.periodDiaryLite,py,5,4.59999,50,1,1,5,3,40
436762566,com.nanobitsoftware.periodDiaryLite,sc,1,4.75,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,ke,3,4.58889,180,7,4,10,14,145
436762566,com.nanobitsoftware.periodDiaryLite,kr,33,4.72414,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,hk,203,4.55833,960,20,8,64,192,676
436762566,com.nanobitsoftware.periodDiaryLite,sv,5,4.70213,47,1,1,1,5,39
436762566,com.nanobitsoftware.periodDiaryLite,sa,145,4.7199,2010,46,20,75,169,1700
436762566,com.nanobitsoftware.periodDiaryLite,pl,91,4.58633,278,9,6,9,43,211
436762566,com.nanobitsoftware.periodDiaryLite,gr,758,4.59122,2894,71,51,140,466,2166
436762566,com.nanobitsoftware.periodDiaryLite,in,198,4.53796,4385,106,84,280,790,3125
436762566,com.nanobitsoftware.periodDiaryLite,hn,10,4.46988,83,5,1,5,11,61
436762566,com.nanobitsoftware.periodDiaryLite,dz,8,4.4,100,5,5,8,9,73
436762566,com.nanobitsoftware.periodDiaryLite,fr,1509,4.44189,3562,150,64,279,638,2431
436762566,com.nanobitsoftware.periodDiaryLite,dm,1,4.5,8,0,1,0,1,6
436762566,com.nanobitsoftware.periodDiaryLite,ph,978,4.7423,3636,45,32,123,415,3021
436762566,com.nanobitsoftware.periodDiaryLite,sr,2,4,16,1,2,2,2,9
436762566,com.nanobitsoftware.periodDiaryLite,se,91,4.42412,257,12,8,18,40,179
436762566,com.nanobitsoftware.periodDiaryLite,jp,100,4.43979,191,10,5,12,28,136
436762566,com.nanobitsoftware.periodDiaryLite,gb,4349,4.59159,21885,683,355,1111,2919,16817
436762566,com.nanobitsoftware.periodDiaryLite,sg,526,4.59863,2038,50,18,94,376,1500
436762566,com.nanobitsoftware.periodDiaryLite,pk,26,4.45917,649,24,18,54,93,460
436762566,com.nanobitsoftware.periodDiaryLite,ru,74,4.67856,140,5,1,5,12,117
436762566,com.nanobitsoftware.periodDiaryLite,do,93,4.55213,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,gt,15,4.6124,129,4,1,7,17,100
436762566,com.nanobitsoftware.periodDiaryLite,kw,59,4.64139,633,15,6,36,77,499
436762566,com.nanobitsoftware.periodDiaryLite,lt,14,4.7111,180,5,2,7,12,154
436762566,com.nanobitsoftware.periodDiaryLite,bh,20,4.63333,480,14,8,23,50,385
436762566,com.nanobitsoftware.periodDiaryLite,cl,87,4.72499,240,4,1,15,17,203
436762566,com.nanobitsoftware.periodDiaryLite,tr,178,4.54867,1130,41,19,64,161,845
436762566,com.nanobitsoftware.periodDiaryLite,ua,10,4.71579,95,2,3,0,10,80
436762566,com.nanobitsoftware.periodDiaryLite,cz,54,4.4375,288,18,2,19,46,203
436762566,com.nanobitsoftware.periodDiaryLite,ae,245,4.63468,3126,83,42,144,396,2461
436762566,com.nanobitsoftware.periodDiaryLite,ar,94,4.63198,394,5,6,27,53,303
436762566,com.nanobitsoftware.periodDiaryLite,lb,103,4.61538,1300,39,13,63,179,1006
436762566,com.nanobitsoftware.periodDiaryLite,md,3,4.1875,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,co,62,4.70188,426,8,7,14,46,351
436762566,com.nanobitsoftware.periodDiaryLite,ag,3,4.36364,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,vn,46,4.7732,291,3,3,9,27,249
436762566,com.nanobitsoftware.periodDiaryLite,cy,60,4.7039,564,6,11,26,58,463
436762566,com.nanobitsoftware.periodDiaryLite,cn,212,4.74532,267,7,2,7,20,231
436762566,com.nanobitsoftware.periodDiaryLite,ni,3,4.2,20,3,0,1,2,14
436762566,com.nanobitsoftware.periodDiaryLite,lv,5,4.63492,63,1,2,2,9,49
436762566,com.nanobitsoftware.periodDiaryLite,om,8,4.54717,371,12,10,17,56,276
436762566,com.nanobitsoftware.periodDiaryLite,nz,483,4.49448,1992,55,43,137,384,1373
436762566,com.nanobitsoftware.periodDiaryLite,by,4,4.86957,23,0,0,0,3,20
436762566,com.nanobitsoftware.periodDiaryLite,au,4169,4.54601,17203,536,279,937,2955,12496
436762566,com.nanobitsoftware.periodDiaryLite,bn,4,4.47126,87,2,2,8,16,59
436762566,com.nanobitsoftware.periodDiaryLite,ug,2,4.38554,83,4,5,6,8,60
436762566,com.nanobitsoftware.periodDiaryLite,tt,50,4.49329,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,bo,3,4.59999,60,1,1,4,9,45
436762566,com.nanobitsoftware.periodDiaryLite,at,36,4.5339,354,8,7,27,58,254
436762566,com.nanobitsoftware.periodDiaryLite,nl,493,4.33901,1351,65,25,131,296,834
436762566,com.nanobitsoftware.periodDiaryLite,mu,8,4.23958,96,6,4,9,19,58
436762566,com.nanobitsoftware.periodDiaryLite,bz,1,4.61111,18,0,0,0,7,11
436762566,com.nanobitsoftware.periodDiaryLite,us,19791,4.68328,64154,1588,645,2175,7682,52064
436762566,com.nanobitsoftware.periodDiaryLite,tw,128,4.78017,232,1,3,9,20,199
436762566,com.nanobitsoftware.periodDiaryLite,ch,111,4.43159,709,16,24,60,147,462
436762566,com.nanobitsoftware.periodDiaryLite,mt,45,4.78319,226,2,3,8,16,197
436762566,com.nanobitsoftware.periodDiaryLite,no,237,4.44356,505,10,9,51,112,323
720796332,com.sevenlogics.PeriodTracker,mn,6,4.4,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,my,183,4.43478,69,3,1,1,22,42
720796332,com.sevenlogics.PeriodTracker,cr,8,4.75,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,az,1,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,ve,2,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,tz,1,4,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,al,1,4.4,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,mx,186,4.5,42,3,0,1,7,31
720796332,com.sevenlogics.PeriodTracker,mo,2,4.33333,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,lk,2,4.5,6,0,0,1,1,4
720796332,com.sevenlogics.PeriodTracker,bb,4,4.75,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,ao,1,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,bg,9,4.77778,9,0,0,0,2,7
720796332,com.sevenlogics.PeriodTracker,za,49,4.35294,34,0,1,4,11,18
720796332,com.sevenlogics.PeriodTracker,zw,2,4,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,ng,10,4.57143,7,0,0,0,3,4
720796332,com.sevenlogics.PeriodTracker,np,1,4.59999,5,0,0,0,2,3
720796332,com.sevenlogics.PeriodTracker,bs,5,4.66667,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,th,23,4.57143,7,0,0,0,3,4
720796332,com.sevenlogics.PeriodTracker,br,41,3.875,8,1,1,0,2,4
720796332,com.sevenlogics.PeriodTracker,be,13,4.59999,5,0,0,0,2,3
720796332,com.sevenlogics.PeriodTracker,ca,1786,4.415,453,13,5,34,130,271
720796332,com.sevenlogics.PeriodTracker,ie,57,4.16667,18,2,0,1,5,10
720796332,com.sevenlogics.PeriodTracker,gy,1,4.5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,ro,27,4.83333,18,0,0,1,1,16
720796332,com.sevenlogics.PeriodTracker,sk,2,4.75,8,0,0,0,2,6
720796332,com.sevenlogics.PeriodTracker,eg,13,4.5625,16,0,1,1,2,12
720796332,com.sevenlogics.PeriodTracker,id,66,4.6875,16,0,0,1,3,12
720796332,com.sevenlogics.PeriodTracker,is,3,4.25,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,kn,1,5,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,hu,3,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,fi,12,4.2,10,1,0,0,4,5
720796332,com.sevenlogics.PeriodTracker,pe,2,4.66667,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,si,1,4.59999,5,0,0,1,0,4
720796332,com.sevenlogics.PeriodTracker,es,22,3.5,6,0,1,2,2,1
720796332,com.sevenlogics.PeriodTracker,jo,4,4.54545,11,1,0,0,1,9
720796332,com.sevenlogics.PeriodTracker,it,33,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,gh,3,4.75,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,pa,2,5,5,0,0,0,0,5
720796332,com.sevenlogics.PeriodTracker,de,59,4,13,2,0,0,5,6
720796332,com.sevenlogics.PeriodTracker,kh,1,4,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,ec,6,4.66667,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,sn,1,3,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,pt,7,4.5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,hr,11,4.85714,7,0,0,0,1,6
720796332,com.sevenlogics.PeriodTracker,jm,3,4.375,8,0,0,1,3,4
720796332,com.sevenlogics.PeriodTracker,il,7,4.85714,7,0,0,0,1,6
720796332,com.sevenlogics.PeriodTracker,dk,14,5,5,0,0,0,0,5
720796332,com.sevenlogics.PeriodTracker,sc,1,2,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,ke,3,4.5,6,0,0,0,3,3
720796332,com.sevenlogics.PeriodTracker,kr,11,4,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,hk,16,3.44444,9,3,0,0,2,4
720796332,com.sevenlogics.PeriodTracker,kg,1,5,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,sv,3,4,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,sa,25,4.7451,51,0,0,2,9,40
720796332,com.sevenlogics.PeriodTracker,pl,17,4,6,1,0,0,2,3
720796332,com.sevenlogics.PeriodTracker,gr,17,4.42856,7,0,1,0,1,5
720796332,com.sevenlogics.PeriodTracker,in,24,4.58621,58,0,0,4,16,38
720796332,com.sevenlogics.PeriodTracker,hn,2,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,dz,2,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,fr,32,4.59999,5,0,0,1,0,4
720796332,com.sevenlogics.PeriodTracker,ph,154,4.5,52,1,1,4,11,35
720796332,com.sevenlogics.PeriodTracker,se,154,4.45455,22,1,0,1,6,14
720796332,com.sevenlogics.PeriodTracker,jp,16,4.33333,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,gb,1567,4.44543,339,13,8,22,68,228
720796332,com.sevenlogics.PeriodTracker,sg,195,4.30769,26,1,0,3,8,14
720796332,com.sevenlogics.PeriodTracker,pk,5,4.23076,13,0,0,2,6,5
720796332,com.sevenlogics.PeriodTracker,ru,43,4.47058,17,0,2,1,1,13
720796332,com.sevenlogics.PeriodTracker,do,9,5,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,gt,2,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,kw,4,4.41667,12,1,0,0,3,8
720796332,com.sevenlogics.PeriodTracker,lt,1,4.2,5,0,0,2,0,3
720796332,com.sevenlogics.PeriodTracker,bh,2,3.5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,cl,13,4.375,8,0,0,0,5,3
720796332,com.sevenlogics.PeriodTracker,tr,30,4.94737,19,0,0,0,1,18
720796332,com.sevenlogics.PeriodTracker,ua,11,4.85714,7,0,0,0,1,6
720796332,com.sevenlogics.PeriodTracker,cz,3,4.66667,6,0,0,0,2,4
720796332,com.sevenlogics.PeriodTracker,ae,37,4.63333,60,1,1,2,11,45
720796332,com.sevenlogics.PeriodTracker,ar,14,4.66667,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,lb,4,4.75,8,0,0,0,2,6
720796332,com.sevenlogics.PeriodTracker,co,12,4,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,vn,34,4.80769,26,0,0,0,5,21
720796332,com.sevenlogics.PeriodTracker,cy,6,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,cn,144,4.45714,35,2,1,2,4,26
720796332,com.sevenlogics.PeriodTracker,lv,1,4.5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,om,1,3.4,5,1,1,0,1,2
720796332,com.sevenlogics.PeriodTracker,nz,152,4.42856,35,1,0,3,10,21
720796332,com.sevenlogics.PeriodTracker,by,1,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,au,1226,4.29244,318,13,8,31,87,179
720796332,com.sevenlogics.PeriodTracker,tc,1,5,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,tt,13,4.2,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,ye,1,5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,at,8,4.75,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,mw,2,3,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,nl,67,4.83333,12,0,0,0,2,10
720796332,com.sevenlogics.PeriodTracker,mu,1,4,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,bm,1,3.5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,us,500,4.56486,7455,168,123,374,1455,5335
720796332,com.sevenlogics.PeriodTracker,tw,21,3.76923,13,1,2,2,2,6
720796332,com.sevenlogics.PeriodTracker,ch,12,4.2,10,0,0,1,6,3
720796332,com.sevenlogics.PeriodTracker,mt,1,4.5,0,0,0,0,0,0
720796332,com.sevenlogics.PeriodTracker,no,26,4.25,0,0,0,0,0,0
492534636,in.Plackal.LoveCyclesFree,my,36,4.79452,219,0,1,5,32,181
492534636,in.Plackal.LoveCyclesFree,cr,4,4.77895,95,1,0,2,13,79
492534636,in.Plackal.LoveCyclesFree,az,1,4.64286,14,0,0,1,3,10
492534636,in.Plackal.LoveCyclesFree,ve,18,4.79167,24,0,0,0,5,19
492534636,in.Plackal.LoveCyclesFree,al,1,4.46154,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,mx,860,4.87205,4064,22,12,38,320,3672
492534636,in.Plackal.LoveCyclesFree,tn,1,4.59999,15,0,0,1,4,10
492534636,in.Plackal.LoveCyclesFree,uy,9,4.91045,67,0,0,0,6,61
492534636,in.Plackal.LoveCyclesFree,za,10,4.7375,80,0,2,2,11,65
492534636,in.Plackal.LoveCyclesFree,ng,4,4.5625,32,0,3,0,5,24
492534636,in.Plackal.LoveCyclesFree,mk,1,4.71429,14,1,0,0,0,13
492534636,in.Plackal.LoveCyclesFree,np,2,4.33333,6,0,1,0,1,4
492534636,in.Plackal.LoveCyclesFree,th,4,4.87097,31,0,0,0,4,27
492534636,in.Plackal.LoveCyclesFree,br,1579,4.82301,11820,70,87,204,1143,10316
492534636,in.Plackal.LoveCyclesFree,be,22,4.5931,145,2,1,4,40,98
492534636,in.Plackal.LoveCyclesFree,ca,54,4.85069,288,0,2,3,31,252
492534636,in.Plackal.LoveCyclesFree,ie,4,4.80851,47,0,1,0,6,40
492534636,in.Plackal.LoveCyclesFree,kz,6,4.83146,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,ro,13,4.91089,101,1,0,0,5,95
492534636,in.Plackal.LoveCyclesFree,sk,2,4.875,8,0,0,0,1,7
492534636,in.Plackal.LoveCyclesFree,eg,1,4.81633,49,0,0,3,3,43
492534636,in.Plackal.LoveCyclesFree,id,37,4.74691,162,3,3,2,16,138
492534636,in.Plackal.LoveCyclesFree,kn,1,5,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,hu,4,4.90475,21,0,0,0,2,19
492534636,in.Plackal.LoveCyclesFree,pe,44,4.80912,351,1,2,8,41,299
492534636,in.Plackal.LoveCyclesFree,si,4,4.71429,21,0,1,0,3,17
492534636,in.Plackal.LoveCyclesFree,es,147,4.73488,645,3,8,14,107,513
492534636,in.Plackal.LoveCyclesFree,it,558,4.69498,2072,11,14,54,438,1555
492534636,in.Plackal.LoveCyclesFree,gh,1,4.38889,36,1,2,3,6,24
492534636,in.Plackal.LoveCyclesFree,pa,9,4.97368,38,0,0,0,1,37
492534636,in.Plackal.LoveCyclesFree,de,321,4.75168,894,11,5,21,121,736
492534636,in.Plackal.LoveCyclesFree,ec,23,4.85238,210,1,0,2,23,184
492534636,in.Plackal.LoveCyclesFree,pt,27,4.82721,272,0,0,4,39,229
492534636,in.Plackal.LoveCyclesFree,hr,2,4.93617,47,0,0,0,3,44
492534636,in.Plackal.LoveCyclesFree,jm,1,5,5,0,0,0,0,5
492534636,in.Plackal.LoveCyclesFree,il,3,4.59259,27,2,0,0,3,22
492534636,in.Plackal.LoveCyclesFree,py,10,4.80302,66,0,1,0,10,55
492534636,in.Plackal.LoveCyclesFree,kr,828,4.75439,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,hk,9,4.66667,51,2,0,1,7,41
492534636,in.Plackal.LoveCyclesFree,kg,1,4.3,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,sv,8,4.825,80,1,0,2,6,71
492534636,in.Plackal.LoveCyclesFree,sa,10,4.75758,66,0,0,1,14,51
492534636,in.Plackal.LoveCyclesFree,pl,17,4.88608,79,1,0,0,5,73
492534636,in.Plackal.LoveCyclesFree,gr,4,4.89655,29,0,0,0,3,26
492534636,in.Plackal.LoveCyclesFree,in,75,4.66885,1217,6,21,41,234,915
492534636,in.Plackal.LoveCyclesFree,hn,2,4.76923,39,0,1,0,6,32
492534636,in.Plackal.LoveCyclesFree,dz,1,4.83333,12,0,0,1,0,11
492534636,in.Plackal.LoveCyclesFree,fr,274,4.7337,736,5,5,22,117,587
492534636,in.Plackal.LoveCyclesFree,ph,47,4.86032,315,2,0,5,26,282
492534636,in.Plackal.LoveCyclesFree,se,50,4.68936,705,13,6,10,129,547
492534636,in.Plackal.LoveCyclesFree,jp,62,4.34524,84,4,4,5,17,54
492534636,in.Plackal.LoveCyclesFree,gb,76,4.68592,277,5,3,7,44,218
492534636,in.Plackal.LoveCyclesFree,sg,18,4.69355,62,1,1,1,10,49
492534636,in.Plackal.LoveCyclesFree,ru,898,4.82053,1822,30,14,27,111,1640
492534636,in.Plackal.LoveCyclesFree,do,16,4.81196,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,gt,15,4.89255,121,0,0,2,9,110
492534636,in.Plackal.LoveCyclesFree,kw,2,4.58824,17,0,2,0,1,14
492534636,in.Plackal.LoveCyclesFree,lt,1,5,24,0,0,0,0,24
492534636,in.Plackal.LoveCyclesFree,cl,147,4.88174,575,4,3,6,31,531
492534636,in.Plackal.LoveCyclesFree,tr,7,4.79518,83,0,1,2,10,70
492534636,in.Plackal.LoveCyclesFree,ua,51,4.8798,391,1,3,5,24,358
492534636,in.Plackal.LoveCyclesFree,cz,3,4.97727,44,0,0,0,1,43
492534636,in.Plackal.LoveCyclesFree,ae,13,4.64286,126,1,3,5,22,95
492534636,in.Plackal.LoveCyclesFree,ar,110,4.76708,644,6,8,10,82,538
492534636,in.Plackal.LoveCyclesFree,lu,2,4.69231,13,0,1,0,1,11
492534636,in.Plackal.LoveCyclesFree,md,1,4.86667,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,co,80,4.82437,484,2,3,4,60,415
492534636,in.Plackal.LoveCyclesFree,vn,5,4.88333,60,0,0,0,7,53
492534636,in.Plackal.LoveCyclesFree,cy,1,4.85714,7,0,0,0,1,6
492534636,in.Plackal.LoveCyclesFree,cn,330,4.80776,541,9,4,9,38,481
492534636,in.Plackal.LoveCyclesFree,ni,1,5,20,0,0,0,0,20
492534636,in.Plackal.LoveCyclesFree,lv,1,4.77778,27,0,1,0,3,23
492534636,in.Plackal.LoveCyclesFree,nz,3,4.51429,35,1,2,0,7,25
492534636,in.Plackal.LoveCyclesFree,by,13,4.7619,84,2,2,1,4,75
492534636,in.Plackal.LoveCyclesFree,au,26,4.69697,132,3,0,6,16,107
492534636,in.Plackal.LoveCyclesFree,bo,5,4.80851,47,0,0,1,7,39
492534636,in.Plackal.LoveCyclesFree,at,25,4.79762,84,1,0,2,9,72
492534636,in.Plackal.LoveCyclesFree,nl,124,4.69017,539,6,6,6,113,408
492534636,in.Plackal.LoveCyclesFree,us,461,4.81331,1998,17,17,29,196,1739
492534636,in.Plackal.LoveCyclesFree,tw,51,4.75424,118,2,0,4,13,99
492534636,in.Plackal.LoveCyclesFree,ch,29,4.78709,155,0,3,2,20,130
1279295922,com.premom.easyathome,my,15,4.66586,413,5,13,15,49,331
1279295922,com.premom.easyathome,cr,1,4.3,10,1,1,0,0,8
1279295922,com.premom.easyathome,mx,6,4.83051,59,0,0,2,6,51
1279295922,com.premom.easyathome,za,2,4.78571,28,0,0,0,6,22
1279295922,com.premom.easyathome,ng,5,4.3148,54,3,1,5,12,33
1279295922,com.premom.easyathome,th,3,4.90217,92,0,1,1,4,86
1279295922,com.premom.easyathome,br,4,4.73076,26,0,0,1,5,20
1279295922,com.premom.easyathome,be,2,4.84211,19,0,0,0,3,16
1279295922,com.premom.easyathome,ca,177,4.65073,2322,58,29,78,336,1821
1279295922,com.premom.easyathome,ie,6,4.62791,43,0,0,4,8,31
1279295922,com.premom.easyathome,fi,1,3.75,0,0,0,0,0,0
1279295922,com.premom.easyathome,pe,1,4.2,5,0,1,0,1,3
1279295922,com.premom.easyathome,es,55,4.59321,354,10,9,17,43,275
1279295922,com.premom.easyathome,it,21,4.56977,172,9,1,7,21,134
1279295922,com.premom.easyathome,de,22,4.52941,255,13,4,9,38,191
1279295922,com.premom.easyathome,jm,2,4.72222,18,0,1,0,2,15
1279295922,com.premom.easyathome,il,1,4.90909,11,0,0,0,1,10
1279295922,com.premom.easyathome,dk,1,4.45455,11,0,1,0,3,7
1279295922,com.premom.easyathome,kr,1,4.875,14308,355,184,388,1358,12023
1279295922,com.premom.easyathome,sa,5,4.69697,66,1,1,3,7,54
1279295922,com.premom.easyathome,pl,1,4.73332,15,0,0,0,4,11
1279295922,com.premom.easyathome,in,1,4.43478,46,1,1,4,11,29
1279295922,com.premom.easyathome,fr,16,4.62275,167,5,0,7,29,126
1279295922,com.premom.easyathome,ph,4,4.79104,67,0,1,3,5,58
1279295922,com.premom.easyathome,gb,108,4.57271,894,36,15,46,101,696
1279295922,com.premom.easyathome,sg,3,4.66667,21,0,1,1,2,17
1279295922,com.premom.easyathome,do,3,4.94737,14307,355,184,388,1358,12022
1279295922,com.premom.easyathome,lt,1,4.52941,17,1,0,1,2,13
1279295922,com.premom.easyathome,cl,2,4.14286,14,3,0,0,0,11
1279295922,com.premom.easyathome,ae,1,4.73076,26,1,0,0,3,22
1279295922,com.premom.easyathome,co,2,4.66667,27,1,1,0,2,23
1279295922,com.premom.easyathome,cn,3,4.87931,58,1,0,1,1,55
1279295922,com.premom.easyathome,om,1,4.66667,0,0,0,0,0,0
1279295922,com.premom.easyathome,au,15,4.64706,153,5,3,4,17,124
1279295922,com.premom.easyathome,tt,2,4.86667,14308,355,184,388,1358,12023
1279295922,com.premom.easyathome,at,3,4.46154,26,1,2,1,2,20
1279295922,com.premom.easyathome,nl,7,4.72464,69,0,0,2,15,52
1279295922,com.premom.easyathome,us,1377,4.713,14308,355,184,388,1358,12023
765535549,com.naturalcycles.cordova,my,1,3.75,0,0,0,0,0,0
765535549,com.naturalcycles.cordova,cr,3,4.95,20,0,0,0,1,19
765535549,com.naturalcycles.cordova,tz,1,5,0,0,0,0,0,0
765535549,com.naturalcycles.cordova,mx,10,4.87324,71,0,0,2,5,64
765535549,com.naturalcycles.cordova,bg,1,5,0,0,0,0,0,0
765535549,com.naturalcycles.cordova,za,6,4.82857,70,0,0,0,12,58
765535549,com.naturalcycles.cordova,br,185,4.70296,606,23,3,12,55,513
765535549,com.naturalcycles.cordova,be,5,4.68571,105,1,0,3,23,78
765535549,com.naturalcycles.cordova,ca,161,4.73702,1464,35,2,15,209,1203
765535549,com.naturalcycles.cordova,ie,17,4.82552,235,3,0,3,23,206
765535549,com.naturalcycles.cordova,is,3,4.80645,31,0,1,1,1,28
765535549,com.naturalcycles.cordova,hu,2,4.81081,37,0,0,0,7,30
765535549,com.naturalcycles.cordova,fi,21,4.6722,241,1,2,7,55,176
765535549,com.naturalcycles.cordova,ee,3,4.63636,22,1,0,1,2,18
